		aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
SCHLIGR42	SCL	0	218	261	299	312	144	298	122	178	362	211	318	152	322
SCHLIGR43	SCL	254	218	261	290	312	144	0	122	178	0	211	0	152	322
SCHLIGR44	SCL	236	218	261	290	312	144	298	128	148	362	211	318	152	322
SCHLIGR45	SCL	236	218	261	290	312	144	319	122	175	0	0	335	144	326
SCHLIGR46	SCL	254	218	261	290	312	144	298	122	178	359	211	318	148	322
SCHLIGR47	SCL	254	218	261	290	312	0	298	122	178	0	211	318	152	322
SCHLIGR48	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR49	SCL	254	218	261	290	312	144	298	122	178	353	211	318	152	322
SCHLIGR5	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR50	SCL	248	218	261	290	312	144	298	122	178	353	211	318	152	322
SCHLIGR51	SCL	254	218	261	290	312	144	298	122	178	0	211	0	152	322
SCHLIGR52	SCL	242	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR53	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR54	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR55	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR56	SCL	254	218	261	290	312	144	298	122	157	0	211	318	152	322
SCHLIGR57	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR58	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR59	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR6	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR60	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR61	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR62	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR63	SCL	254	218	261	290	312	140	298	128	157	359	211	318	152	322
SCHLIGR64	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR65	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR66	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR67	SCL	254	218	261	290	312	140	298	122	157	359	216	318	152	322
SCHLIGR68	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR69	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR7	SCL	254	218	261	290	312	144	298	122	178	359	211	313	152	322
SCHLIGR70	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR71	SCL	254	218	261	290	312	144	298	122	178	359	211	0	152	322
SCHLIGR72	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR73	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR74	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR75	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR76	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR77	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR78	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR79	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR8	SCL	254	218	261	290	312	144	298	122	178	353	211	318	152	322
SCHLIGR80	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR81	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR82	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR83	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR84	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR85	SCL	254	218	261	290	312	144	298	122	178	353	211	318	152	322
SCHLIGR86	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR87	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR88	SCL	236	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR89	SCL	0	218	261	290	312	144	298	122	178	359	211	0	152	322
SCHLIGR9	SCL	0	218	261	290	312	144	298	122	178	353	211	0	152	322
SCHLIGR90	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR91	SCL	254	218	261	290	312	144	298	122	178	398	211	318	152	322
SCHLIGR92	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR93	SCL	254	218	261	295	312	144	298	122	157	389	211	308	148	322
SCHLIGR94	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR95	SCL	254	218	256	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR96	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHLIGR97	SCL	254	218	261	290	312	144	298	122	178	359	211	318	152	322
SCHLIGR98	SCL	254	218	261	290	312	144	298	122	178	377	211	318	152	322
SCHLIGR99	SCL	254	218	261	290	312	144	298	122	178	0	211	318	152	322
SCHIF1	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF10	SCS	0	218	256	290	312	140	298	128	142	0	209	0	144	322
SCHIF11	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF12	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF13	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF14	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF15	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF16	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF17	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF18	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF19	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF2	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF20	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF21	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF22	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF23	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF24	SCS	236	218	256	290	312	140	298	128	142	359	216	308	156	322
SCHIF25	SCS	242	218	261	295	312	160	295	128	157	389	216	308	148	322
SCHIF26	SCS	248	218	261	290	312	160	0	128	157	389	216	308	152	322
SCHIF28	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF29	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF3	SCS	242	224	256	290	312	144	298	128	142	476	216	318	148	322
SCHIF30	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF31	SCS	0	224	256	290	312	144	298	128	145	476	216	318	152	326
SCHIF32	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF33	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF34	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF35	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF36	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF37	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF38	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF39	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF4	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF40	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF41	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF42	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF43	SCS	0	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF44	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF45	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF46	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF47	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF48	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF49	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF5	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF50	SCS	0	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF51	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF6	SCS	0	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF7	SCS	236	218	256	290	312	140	298	128	142	359	216	308	140	322
SCHIF8	SCS	236	218	256	290	312	140	298	128	142	359	216	283	148	322
SCHIF9	SCS	236	218	256	290	312	140	298	128	142	359	0	308	148	322
TROSS1	TRO	248	218	256	280	312	144	292	128	142	353	211	318	140	326
TROSS10	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS11	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS12	TRO	242	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS13	TRO	242	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS14	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS15	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS16	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS17	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS18	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS19	TRO	248	236	256	280	312	164	298	128	142	353	211	318	140	322
TROSS2	TRO	248	236	256	280	312	164	298	128	142	353	211	318	140	322
TROSS20	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS21	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS22	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS23	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS24	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS25	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS26	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS27	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS28	TRO	248	236	256	295	312	164	292	128	157	353	211	308	148	322
TROSS29	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS3	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS30	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS31	TRO	0	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS32	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS33	TRO	0	218	256	280	312	144	0	128	142	353	211	0	148	326
TROSS34	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS35	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS36	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS37	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS4	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS5	TRO	0	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS6	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS7	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS8	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS9	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
UEBERL1	UEB	242	218	261	288	312	144	298	128	178	383	241	308	148	326
UEBERL100	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL101	UEB	0	236	256	295	312	144	298	128	178	0	241	308	148	322
UEBERL102	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL103	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL104	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL105	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	322
UEBERL106	UEB	0	236	256	295	312	144	0	128	178	0	241	308	148	322
UEBERL107	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL108	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL109	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL11	UEB	242	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL110	UEB	242	236	256	295	312	144	298	128	178	383	241	313	148	322
UEBERL111	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL112	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL113	UEB	242	236	261	288	312	144	0	128	178	383	211	308	148	326
UEBERL114	UEB	0	236	261	295	312	144	298	128	178	383	231	0	148	322
UEBERL115	UEB	242	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL116	UEB	242	236	256	295	312	144	298	128	178	383	0	308	148	322
UEBERL117	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL118	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL119	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL12	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL120	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL121	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL122	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL123	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL124	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL125	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL126	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL127	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL128	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL129	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL13	UEB	242	236	256	280	312	160	298	128	178	383	211	308	148	322
UEBERL130	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL131	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL132	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL133	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL134	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL135	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL136	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL137	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL138	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	322
UEBERL139	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	322
UEBERL14	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	322
UEBERL140	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL141	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL142	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL143	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL144	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL145	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL146	UEB	242	218	261	288	312	144	298	128	178	383	241	308	148	326
UEBERL147	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL148	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL149	UEB	242	236	256	288	312	144	298	128	145	383	211	308	148	326
UEBERL15	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL150	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL151	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL152	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL153	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL154	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL155	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL156	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL157	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL158	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL159	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL16	UEB	242	236	256	295	312	144	298	128	178	383	241	318	148	326
UEBERL160	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL161	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL162	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL163	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL164	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL165	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL166	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL167	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL168	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL169	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL17	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL170	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL171	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL172	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL173	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL174	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL175	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL176	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL177	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL178	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL179	UEB	242	236	261	288	312	144	298	128	178	383	241	308	148	322
UEBERL18	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL180	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL181	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL182	UEB	0	218	261	288	0	144	298	128	178	383	241	0	148	326
UEBERL183	UEB	0	236	261	288	0	144	298	128	178	383	211	0	148	326
UEBERL184	UEB	0	236	256	280	0	160	298	128	141	383	211	0	148	322
UEBERL185	UEB	0	236	261	280	0	144	298	128	178	383	211	0	148	322
UEBERL186	UEB	0	236	256	295	0	144	298	128	178	383	211	0	148	326
UEBERL187	UEB	0	236	256	295	0	144	298	128	178	383	241	0	148	322
UEBERL188	UEB	0	236	261	280	0	144	298	128	178	383	211	0	148	322
UEBERL189	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL19	UEB	0	236	256	295	312	144	298	128	157	389	211	308	148	330
UEBERL190	UEB	0	236	256	280	0	160	298	128	141	383	211	0	148	322
UEBERL191	UEB	0	236	256	280	0	160	298	128	141	359	211	0	148	322
UEBERL192	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL193	UEB	0	236	256	295	0	144	298	128	178	383	241	0	148	322
UEBERL194	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL195	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL196	UEB	0	236	256	295	0	144	298	128	178	383	211	0	148	326
UEBERL197	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL198	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL199	UEB	0	236	256	288	0	144	298	128	178	383	211	0	148	326
UEBERL2	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL20	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL200	UEB	0	236	256	288	0	144	298	128	178	383	211	0	148	326
UEBERL201	UEB	0	236	256	295	0	144	298	128	178	383	241	0	148	322
UEBERL202	UEB	0	236	256	295	0	144	298	128	178	383	211	0	148	322
UEBERL203	UEB	0	236	261	280	0	144	298	128	178	383	211	0	148	322
UEBERL204	UEB	0	236	261	280	0	144	298	128	178	383	211	0	148	322
UEBERL205	UEB	0	236	256	295	0	144	298	128	178	383	241	0	148	322
UEBERL206	UEB	0	236	256	288	0	144	298	128	178	383	211	0	148	326
UEBERL207	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL208	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL209	UEB	242	236	261	288	312	144	298	128	178	383	241	308	148	322
UEBERL21	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL22	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL23	UEB	242	218	261	288	312	144	298	128	178	383	241	308	148	326
UEBERL24	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL26	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	322
UEBERL27	UEB	0	236	256	288	312	144	298	128	178	383	211	308	148	326
UEBERL28	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL29	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL3	UEB	236	236	261	0	312	144	295	128	142	359	211	308	148	322
UEBERL30	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL31	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL32	UEB	242	236	256	288	312	144	298	128	145	383	211	318	148	326
UEBERL33	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL34	UEB	236	218	261	280	312	140	292	128	145	383	216	308	148	326
UEBERL35	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL36	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL37	UEB	236	236	256	0	312	144	0	128	178	0	241	0	148	322
UEBERL38	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL39	UEB	242	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL4	UEB	242	236	251	295	312	144	298	128	178	383	211	308	148	318
UEBERL40	UEB	0	236	256	295	312	144	298	128	175	383	241	308	148	322
UEBERL41	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL42	UEB	242	230	256	295	312	144	298	128	175	383	211	308	148	322
UEBERL43	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL44	UEB	236	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL45	UEB	0	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL46	UEB	236	236	256	0	312	144	0	128	178	0	0	318	148	322
UEBERL48	UEB	242	236	256	295	312	144	298	128	175	383	211	308	148	322
UEBERL49	UEB	236	236	256	0	312	144	0	128	178	0	0	308	148	322
UEBERL5	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL50	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL51	UEB	230	236	256	295	312	144	298	128	178	0	211	0	148	322
UEBERL52	UEB	0	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL53	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL54	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL55	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL56	UEB	236	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL57	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL58	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL59	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL6	UEB	242	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL60	UEB	0	236	256	295	312	144	298	128	178	383	241	318	148	322
UEBERL61	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	326
UEBERL62	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL64	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL65	UEB	0	236	256	295	312	144	298	128	178	383	211	0	148	322
UEBERL66	UEB	236	236	261	280	312	144	298	128	178	383	211	308	148	326
UEBERL67	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL68	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL69	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL7	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	322
UEBERL71	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL72	UEB	236	236	256	295	312	144	298	128	178	383	216	0	148	322
UEBERL73	UEB	0	236	256	295	312	144	298	128	178	383	211	308	144	322
UEBERL74	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL75	UEB	242	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL76	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL77	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL78	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL79	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL8	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL80	UEB	0	236	256	295	312	144	298	128	178	0	211	308	148	322
UEBERL81	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL82	UEB	236	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL83	UEB	242	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL84	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL85	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL86	UEB	230	236	256	295	312	144	322	128	178	0	211	318	148	322
UEBERL87	UEB	242	218	256	288	312	144	298	128	178	383	211	308	144	326
UEBERL88	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL89	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL9	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	322
UEBERL90	UEB	0	236	256	295	312	144	298	128	178	0	241	0	148	322
UEBERL91	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL92	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL93	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL94	UEB	236	236	256	0	312	144	298	0	178	0	211	0	148	322
UEBERL95	UEB	0	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL96	UEB	0	236	256	288	312	144	298	128	145	0	211	308	148	322
UEBERL97	UEB	0	236	256	295	312	144	298	128	178	0	241	308	148	322
UEBERL98	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL99	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
